Zeit;FahrradbrueckeFahrradbruecke;FahrradbrueckeFahrradbruecke stadteinwärts Fahrräder;FahrradbrueckeFahrradbruecke stadtauswärts Fahrräder;Symbol Wetter;Temperatur (°C);Gefühlte Temperatur (°C);Regen (mm)
19.01.2020 00:00;141;49;92;Bedeckt;1;1;1
19.01.2020 01:00;109;47;62;Bedeckt;1;0;0
19.01.2020 02:00;70;17;53;Leichter Schneefall;0;-1;1
19.01.2020 03:00;37;8;29;Leichter Schneefall;0;-2;1
19.01.2020 04:00;19;11;8;Leichter Schneefall;0;-2;0
19.01.2020 05:00;16;9;7;Starker Schneefall;0;-2;1
19.01.2020 06:00;26;19;7;Starker Schneefall;0;-2;2
19.01.2020 07:00;34;19;15;Starker Schneefall;0;-1;1
19.01.2020 08:00;58;22;36;Stellenweise starker Schneefall;0;-1;1
19.01.2020 09:00;145;83;62;Stellenweise starker Schneefall;1;0;1
19.01.2020 10:00;184;100;84;Stellenweise starker Schneefall;1;0;0
19.01.2020 11:00;192;98;94;Leichte Schneeschauer;2;1;1
19.01.2020 12:00;212;105;107;Leichte Schneeschauer;3;1;1
19.01.2020 13:00;258;130;128;Leichte Schneeschauer;3;1;0
19.01.2020 14:00;269;120;149;Mäßige bis starke Schneefälle;3;0;2
19.01.2020 15:00;263;128;135;Mäßige bis starke Schneefälle;3;0;2
19.01.2020 16:00;273;125;148;Mäßige bis starke Schneefälle;2;-1;1
19.01.2020 17:00;278;135;143;Mäßige bis starke Schneefälle;1;-3;2
19.01.2020 18:00;222;122;100;Mäßige bis starke Schneefälle;0;-4;2
19.01.2020 19:00;162;79;83;Mäßige bis starke Schneefälle;0;-4;1
19.01.2020 20:00;184;88;96;Mäßige bis starke Schneefälle;-1;-5;0
19.01.2020 21:00;97;37;60;Mäßige bis starke Schneefälle;-1;-5;0
19.01.2020 22:00;100;47;53;Mäßige bis starke Schneefälle;-1;-5;0
19.01.2020 23:00;48;13;35;Leicht bewölkt;-1;-5;0
20.01.2020 00:00;36;9;27;Leicht bewölkt;-2;-5;0
20.01.2020 01:00;12;6;6;Leicht bewölkt;-2;-5;0
20.01.2020 02:00;5;2;3;Leicht bewölkt;-2;-5;0
20.01.2020 03:00;5;2;3;Leicht bewölkt;-2;-6;0
20.01.2020 04:00;5;2;3;Leicht bewölkt;-2;-6;0
20.01.2020 05:00;43;31;12;Leicht bewölkt;-2;-6;0
20.01.2020 06:00;154;97;57;Leicht bewölkt;-2;-6;0
20.01.2020 07:00;837;513;324;Leicht bewölkt;-2;-6;0
20.01.2020 08:00;659;356;303;Leicht bewölkt;-1;-5;0
20.01.2020 09:00;585;361;224;Leicht bewölkt;-1;-5;0
20.01.2020 10:00;278;141;137;Leicht bewölkt;0;-4;0
20.01.2020 11:00;442;233;209;Leicht bewölkt;1;-3;0
20.01.2020 12:00;366;168;198;Leicht bewölkt;2;-2;0
20.01.2020 13:00;690;323;367;Leicht bewölkt;2;-2;0
20.01.2020 14:00;443;208;235;Sonnig;2;-2;0
20.01.2020 15:00;759;355;404;Sonnig;2;-2;0
20.01.2020 16:00;623;267;356;Sonnig;1;-3;0
20.01.2020 17:00;800;380;420;Leicht bewölkt;1;-4;0
20.01.2020 18:00;657;316;341;Leicht bewölkt;0;-5;0
20.01.2020 19:00;516;227;289;Leicht bewölkt;-1;-5;0
20.01.2020 20:00;326;151;175;Sonnig;-1;-5;0
20.01.2020 21:00;213;82;131;Sonnig;-2;-5;0
20.01.2020 22:00;191;68;123;Sonnig;-1;-4;0
20.01.2020 23:00;87;34;53;Leicht bewölkt;-1;-3;0
21.01.2020 00:00;26;6;20;Leicht bewölkt;-1;-3;0
21.01.2020 01:00;15;3;12;Leicht bewölkt;-1;-3;0
21.01.2020 02:00;4;3;1;Sonnig;-1;-4;0
21.01.2020 03:00;6;1;5;Sonnig;-2;-4;0
21.01.2020 04:00;7;5;2;Sonnig;-2;-4;0
21.01.2020 05:00;45;30;15;Sonnig;-2;-4;0
21.01.2020 06:00;136;83;53;Sonnig;-2;-4;0
21.01.2020 07:00;900;571;329;Sonnig;-2;-4;0
21.01.2020 08:00;679;383;296;Sonnig;-1;-3;0
21.01.2020 09:00;635;379;256;Sonnig;0;-2;0
21.01.2020 10:00;337;201;136;Sonnig;1;-1;0
21.01.2020 11:00;484;229;255;Sonnig;2;1;0
21.01.2020 12:00;486;191;295;Sonnig;3;2;0
21.01.2020 13:00;724;316;408;Sonnig;3;2;0
21.01.2020 14:00;464;217;247;Leicht bewölkt;4;2;0
21.01.2020 15:00;777;380;397;Leicht bewölkt;4;3;0
21.01.2020 16:00;655;305;350;Leicht bewölkt;3;2;0
21.01.2020 17:00;836;362;474;Sonnig;2;0;0
21.01.2020 18:00;615;258;357;Sonnig;1;-1;0
21.01.2020 19:00;639;278;361;Sonnig;0;-2;0
21.01.2020 20:00;314;132;182;Sonnig;0;-2;0
21.01.2020 21:00;251;108;143;Sonnig;-1;-3;0
21.01.2020 22:00;232;77;155;Sonnig;-1;-3;0
21.01.2020 23:00;85;37;48;Leicht bewölkt;-2;-3;0
22.01.2020 00:00;28;9;19;Leicht bewölkt;-2;-3;0
22.01.2020 01:00;19;11;8;Leicht bewölkt;-2;-3;0
22.01.2020 02:00;9;3;6;Leicht bewölkt;-2;-3;0
22.01.2020 03:00;5;2;3;Leicht bewölkt;-2;-3;0
22.01.2020 04:00;7;5;2;Leicht bewölkt;-2;-3;0
22.01.2020 05:00;49;31;18;Leicht bewölkt;-2;-3;0
22.01.2020 06:00;153;95;58;Leicht bewölkt;-3;-3;0
22.01.2020 07:00;869;547;322;Leicht bewölkt;-2;-2;0
22.01.2020 08:00;671;383;288;Leicht bewölkt;-1;-1;0
22.01.2020 09:00;650;415;235;Leicht bewölkt;0;0;0
22.01.2020 10:00;330;185;145;Leicht bewölkt;2;2;0
22.01.2020 11:00;429;213;216;Sonnig;3;3;0
22.01.2020 12:00;481;184;297;Sonnig;5;5;0
22.01.2020 13:00;678;320;358;Sonnig;5;5;0
22.01.2020 14:00;459;215;244;Sonnig;5;5;0
22.01.2020 15:00;723;308;415;Sonnig;6;6;0
22.01.2020 16:00;642;298;344;Sonnig;5;4;0
22.01.2020 17:00;747;290;457;Sonnig;3;2;0
22.01.2020 18:00;628;267;361;Sonnig;2;1;0
22.01.2020 19:00;475;224;251;Sonnig;1;0;0
22.01.2020 20:00;364;158;206;Sonnig;1;0;0
22.01.2020 21:00;237;86;151;Sonnig;0;0;0
22.01.2020 22:00;232;94;138;Sonnig;0;-1;0
22.01.2020 23:00;113;38;75;Sonnig;0;-1;0
23.01.2020 00:00;44;18;26;Sonnig;0;-2;0
23.01.2020 01:00;12;7;5;Sonnig;-1;-3;0
23.01.2020 02:00;21;13;8;Sonnig;-1;-3;0
23.01.2020 03:00;4;2;2;Sonnig;-2;-4;0
23.01.2020 04:00;18;12;6;Sonnig;-2;-5;0
23.01.2020 05:00;51;37;14;Sonnig;-3;-5;0
23.01.2020 06:00;138;86;52;Sonnig;-3;-6;0
23.01.2020 07:00;900;549;351;Sonnig;-2;-5;0
23.01.2020 08:00;688;406;282;Sonnig;-2;-4;0
23.01.2020 09:00;624;405;219;Sonnig;-1;-3;0
23.01.2020 10:00;326;175;151;Sonnig;1;-2;0
23.01.2020 11:00;447;214;233;Sonnig;2;0;0
23.01.2020 12:00;467;208;259;Sonnig;3;2;0
23.01.2020 13:00;687;263;424;Sonnig;4;2;0
23.01.2020 14:00;422;198;224;Sonnig;4;3;0
23.01.2020 15:00;761;376;385;Sonnig;5;3;0
23.01.2020 16:00;698;324;374;Sonnig;4;3;0
23.01.2020 17:00;805;379;426;Sonnig;3;2;0
23.01.2020 18:00;667;270;397;Sonnig;2;2;0
23.01.2020 19:00;528;259;269;Sonnig;1;1;0
23.01.2020 20:00;335;165;170;Leicht bewölkt;0;0;0
23.01.2020 21:00;250;102;148;Leicht bewölkt;-1;-1;0
23.01.2020 22:00;235;91;144;Leicht bewölkt;-1;-1;0
23.01.2020 23:00;120;37;83;Leicht bewölkt;-1;-1;0
24.01.2020 00:00;60;21;39;Leicht bewölkt;-2;-2;0
24.01.2020 01:00;38;10;28;Leicht bewölkt;-1;-1;0
24.01.2020 02:00;12;7;5;Leicht bewölkt;-1;-1;0
24.01.2020 03:00;3;2;1;Leicht bewölkt;-1;-1;0
24.01.2020 04:00;4;2;2;Leicht bewölkt;0;0;0
24.01.2020 05:00;33;23;10;Sonnig;0;0;0
24.01.2020 06:00;145;89;56;Sonnig;0;0;0
24.01.2020 07:00;795;482;313;Sonnig;1;1;0
24.01.2020 08:00;622;390;232;Sonnig;2;2;0
24.01.2020 09:00;568;338;230;Sonnig;3;3;0
24.01.2020 10:00;386;213;173;Sonnig;4;4;0
24.01.2020 11:00;465;238;227;Sonnig;6;6;0
24.01.2020 12:00;574;264;310;Sonnig;7;7;0
24.01.2020 13:00;785;303;482;Sonnig;7;7;0
24.01.2020 14:00;507;243;264;Leicht bewölkt;6;6;0
24.01.2020 15:00;607;299;308;Leicht bewölkt;6;6;0
24.01.2020 16:00;598;264;334;Leicht bewölkt;5;5;0
24.01.2020 17:00;611;263;348;Leicht bewölkt;4;4;0
24.01.2020 18:00;545;263;282;Leicht bewölkt;3;3;0
24.01.2020 19:00;435;191;244;Leicht bewölkt;2;2;0
24.01.2020 20:00;276;122;154;Leicht bewölkt;1;1;0
24.01.2020 21:00;204;92;112;Leicht bewölkt;1;1;0
24.01.2020 22:00;160;58;102;Leicht bewölkt;0;0;0
24.01.2020 23:00;147;68;79;Leicht bewölkt;0;0;0
25.01.2020 00:00;122;33;89;Leicht bewölkt;0;0;0
25.01.2020 01:00;93;27;66;Leicht bewölkt;0;0;0
25.01.2020 02:00;57;32;25;Leicht bewölkt;-1;-1;0
25.01.2020 03:00;32;13;19;Leicht bewölkt;-1;-1;0
25.01.2020 04:00;13;6;7;Leicht bewölkt;-1;-1;0
25.01.2020 05:00;24;14;10;Leicht bewölkt;-1;-1;0
25.01.2020 06:00;27;13;14;Leicht bewölkt;-1;-1;0
25.01.2020 07:00;58;34;24;Leicht bewölkt;0;0;0
25.01.2020 08:00;146;76;70;Leicht bewölkt;1;1;0
25.01.2020 09:00;301;202;99;Leicht bewölkt;2;2;0
25.01.2020 10:00;324;199;125;Leicht bewölkt;3;3;0
25.01.2020 11:00;344;164;180;Leicht bewölkt;5;5;0
25.01.2020 12:00;418;214;204;Leicht bewölkt;6;6;0
25.01.2020 13:00;389;201;188;Leicht bewölkt;6;6;0
25.01.2020 14:00;395;201;194;Leicht bewölkt;6;6;0
25.01.2020 15:00;384;194;190;Leicht bewölkt;5;5;0
25.01.2020 16:00;375;190;185;Leicht bewölkt;4;4;0
25.01.2020 17:00;369;150;219;Leicht bewölkt;3;3;0
25.01.2020 18:00;349;144;205;Leicht bewölkt;2;2;0
25.01.2020 19:00;310;156;154;Leicht bewölkt;1;1;0
25.01.2020 20:00;241;116;125;Leicht bewölkt;1;1;0
25.01.2020 21:00;204;108;96;Leicht bewölkt;0;0;0
25.01.2020 22:00;159;69;90;Leicht bewölkt;0;0;0
25.01.2020 23:00;155;52;103;Leicht bewölkt;0;0;0
26.01.2020 00:00;121;45;76;Leicht bewölkt;0;0;0
26.01.2020 01:00;71;23;48;Leicht bewölkt;0;0;0
26.01.2020 02:00;55;19;36;Bewölkt;0;0;0
26.01.2020 03:00;40;10;30;Bewölkt;-1;-1;0
26.01.2020 04:00;22;2;20;Bewölkt;-1;-1;0
26.01.2020 05:00;25;8;17;Bedeckt;-1;-1;0
26.01.2020 06:00;29;18;11;Bedeckt;-1;-1;0
26.01.2020 07:00;32;15;17;Bedeckt;0;0;0
26.01.2020 08:00;67;35;32;Leicht bewölkt;1;1;0
26.01.2020 09:00;182;97;85;Leicht bewölkt;1;1;0
26.01.2020 10:00;156;84;72;Leicht bewölkt;3;3;0
26.01.2020 11:00;195;88;107;Leicht bewölkt;4;4;0
26.01.2020 12:00;184;92;92;Leicht bewölkt;5;5;0
26.01.2020 13:00;189;93;96;Leicht bewölkt;5;5;0
26.01.2020 14:00;233;107;126;Leicht bewölkt;6;6;0
26.01.2020 15:00;234;131;103;Leicht bewölkt;6;6;0
26.01.2020 16:00;226;109;117;Leicht bewölkt;5;5;0
26.01.2020 17:00;264;122;142;Leicht bewölkt;4;4;0
26.01.2020 18:00;248;119;129;Leicht bewölkt;3;3;0
26.01.2020 19:00;218;102;116;Leicht bewölkt;1;1;0
26.01.2020 20:00;135;54;81;Bewölkt;0;0;0
26.01.2020 21:00;91;41;50;Bewölkt;-1;-1;0
26.01.2020 22:00;91;31;60;Bewölkt;-1;-1;0
26.01.2020 23:00;48;25;23;Bedeckt;-1;-1;0
27.01.2020 00:00;22;7;15;Bedeckt;0;-1;0
27.01.2020 01:00;15;6;9;Bedeckt;0;0;0
27.01.2020 02:00;3;1;2;Leicht bewölkt;1;0;0
27.01.2020 03:00;5;2;3;Leicht bewölkt;2;0;0
27.01.2020 04:00;5;0;5;Leicht bewölkt;2;0;0
27.01.2020 05:00;39;25;14;Bedeckt;2;0;0
27.01.2020 06:00;153;100;53;Bedeckt;2;0;0
27.01.2020 07:00;841;510;331;Bedeckt;3;1;0
27.01.2020 08:00;641;355;286;Stellenweiser Nieselregen;4;2;0
27.01.2020 09:00;524;286;238;Stellenweiser Nieselregen;4;3;0
27.01.2020 10:00;392;227;165;Stellenweiser Nieselregen;6;5;0
27.01.2020 11:00;420;208;212;Leicht bewölkt;7;6;0
27.01.2020 12:00;508;206;302;Leicht bewölkt;8;8;0
27.01.2020 13:00;660;295;365;Leicht bewölkt;8;8;0
27.01.2020 14:00;478;252;226;Leicht bewölkt;8;8;0
27.01.2020 15:00;729;360;369;Leicht bewölkt;8;8;0
27.01.2020 16:00;652;287;365;Leicht bewölkt;7;7;0
27.01.2020 17:00;750;336;414;Leicht bewölkt;6;6;0
27.01.2020 18:00;625;295;330;Leicht bewölkt;5;5;0
27.01.2020 19:00;431;208;223;Leicht bewölkt;5;4;0
27.01.2020 20:00;337;146;191;Leicht bewölkt;4;3;0
27.01.2020 21:00;190;71;119;Leicht bewölkt;4;3;0
27.01.2020 22:00;148;56;92;Leicht bewölkt;4;2;0
27.01.2020 23:00;99;45;54;Bedeckt;4;2;0
28.01.2020 00:00;45;16;29;Bedeckt;4;2;0
28.01.2020 01:00;14;4;10;Bedeckt;4;2;0
28.01.2020 02:00;4;1;3;Bewölkt;4;1;7
28.01.2020 03:00;6;1;5;Bewölkt;4;1;1
28.01.2020 04:00;2;1;1;Bewölkt;4;1;5
28.01.2020 05:00;35;23;12;Mäßiger Regenfall;4;1;14
28.01.2020 06:00;141;77;64;Mäßiger Regenfall;3;1;19
28.01.2020 07:00;725;442;283;Mäßiger Regenfall;4;1;9
28.01.2020 08:00;480;289;191;Mäßiger Regenfall;4;1;17
28.01.2020 09:00;425;229;196;Mäßiger Regenfall;5;1;22
28.01.2020 10:00;209;130;79;Mäßiger Regenfall;5;1;11
28.01.2020 11:00;266;122;144;Mäßiger bis starker Regen mit Gewitter;5;0;23
28.01.2020 12:00;377;141;236;Mäßiger bis starker Regen mit Gewitter;5;0;3
28.01.2020 13:00;548;238;310;Mäßiger bis starker Regen mit Gewitter;4;-1;15
28.01.2020 14:00;392;193;199;Mäßiger bis starker Eisregen;4;-1;13
28.01.2020 15:00;470;223;247;Mäßiger bis starker Eisregen;3;-2;17
28.01.2020 16:00;509;261;248;Mäßiger bis starker Eisregen;3;-2;9
28.01.2020 17:00;530;251;279;Stellenweise starker Schneefall;3;-3;9
28.01.2020 18:00;432;179;253;Stellenweise starker Schneefall;2;-3;12
28.01.2020 19:00;347;142;205;Stellenweise starker Schneefall;2;-3;6
28.01.2020 20:00;196;73;123;Mäßiger bis starker Schneefall mit Gewitter;2;-3;5
28.01.2020 21:00;162;61;101;Mäßiger bis starker Schneefall mit Gewitter;2;-3;7
28.01.2020 22:00;144;55;89;Mäßiger bis starker Schneefall mit Gewitter;2;-3;3
28.01.2020 23:00;65;32;33;Mäßige bis starke Schneefälle;2;-3;5
29.01.2020 00:00;32;5;27;Mäßige bis starke Schneefälle;1;-4;1
29.01.2020 01:00;22;14;8;Mäßige bis starke Schneefälle;2;-3;5
29.01.2020 02:00;3;2;1;Starker Schneefall;2;-3;8
29.01.2020 03:00;4;1;3;Starker Schneefall;3;-2;11
29.01.2020 04:00;2;1;1;Starker Schneefall;3;-2;6
29.01.2020 05:00;41;27;14;Mäßiger bis starker Eisregen;2;-2;3
29.01.2020 06:00;134;87;47;Mäßiger bis starker Eisregen;2;-2;4
29.01.2020 07:00;716;407;309;Mäßiger bis starker Eisregen;2;-2;2
29.01.2020 08:00;571;336;235;Bedeckt;2;-2;1
29.01.2020 09:00;528;338;190;Bedeckt;3;-2;1
29.01.2020 10:00;356;194;162;Bedeckt;3;-1;1
29.01.2020 11:00;386;190;196;Mäßige bis starke Schneefälle;3;-1;3
29.01.2020 12:00;463;189;274;Mäßige bis starke Schneefälle;4;-1;4
29.01.2020 13:00;655;300;355;Mäßige bis starke Schneefälle;4;-1;2
29.01.2020 14:00;450;219;231;Leichter Eisregen;4;-1;3
29.01.2020 15:00;538;250;288;Leichter Eisregen;4;-1;4
29.01.2020 16:00;583;246;337;Leichter Eisregen;4;-1;2
29.01.2020 17:00;657;323;334;Leichte Eisregen;3;-1;1
29.01.2020 18:00;642;266;376;Leichte Eisregen;3;-1;1
29.01.2020 19:00;447;215;232;Leichte Eisregen;3;-1;1
29.01.2020 20:00;320;127;193;Bewölkt;3;-1;0
29.01.2020 21:00;215;99;116;Bewölkt;3;-1;0
29.01.2020 22:00;209;100;109;Bewölkt;3;-1;0
29.01.2020 23:00;89;38;51;Leichter Regenschauer;3;0;0
30.01.2020 00:00;62;21;41;Leichter Regenschauer;4;0;1
30.01.2020 01:00;15;5;10;Leichter Regenschauer;3;0;0
30.01.2020 02:00;11;7;4;Bedeckt;3;0;0
30.01.2020 03:00;8;2;6;Bedeckt;3;0;0
30.01.2020 04:00;9;4;5;Bedeckt;3;0;0
30.01.2020 05:00;53;35;18;Stellenweiser Regenfall;2;0;0
30.01.2020 06:00;142;79;63;Stellenweiser Regenfall;2;0;0
30.01.2020 07:00;785;463;322;Stellenweiser Regenfall;3;0;0
30.01.2020 08:00;669;406;263;Stellenweiser Regenfall;3;1;0
30.01.2020 09:00;645;385;260;Stellenweiser Regenfall;4;2;0
30.01.2020 10:00;361;200;161;Stellenweiser Regenfall;5;4;0
30.01.2020 11:00;467;232;235;Leicht bewölkt;6;5;0
30.01.2020 12:00;528;228;300;Leicht bewölkt;7;6;0
30.01.2020 13:00;710;296;414;Leicht bewölkt;7;7;0
30.01.2020 14:00;537;248;289;Leicht bewölkt;8;7;0
30.01.2020 15:00;719;358;361;Leicht bewölkt;8;7;0
30.01.2020 16:00;663;302;361;Leicht bewölkt;7;6;0
30.01.2020 17:00;803;370;433;Leicht bewölkt;6;5;0
30.01.2020 18:00;658;303;355;Leicht bewölkt;5;3;0
30.01.2020 19:00;429;218;211;Leicht bewölkt;4;3;0
30.01.2020 20:00;286;114;172;Nieselregen;3;2;5
30.01.2020 21:00;223;105;118;Nieselregen;2;1;7
30.01.2020 22:00;194;83;111;Nieselregen;3;2;3
30.01.2020 23:00;121;38;83;Leichter Regenfall;3;2;8
31.01.2020 00:00;53;14;39;Leichter Regenfall;4;2;16
31.01.2020 01:00;27;9;18;Leichter Regenfall;5;3;8
31.01.2020 02:00;7;0;7;Leichter Regenfall;6;4;4
31.01.2020 03:00;9;3;6;Leichter Regenfall;7;4;5
31.01.2020 04:00;5;2;3;Leichter Regenfall;7;5;2
31.01.2020 05:00;37;26;11;Nieselregen;7;5;0
31.01.2020 06:00;137;88;49;Nieselregen;8;6;0
31.01.2020 07:00;732;450;282;Nieselregen;8;6;0
31.01.2020 08:00;643;396;247;Bedeckt;9;7;0
31.01.2020 09:00;579;353;226;Bedeckt;9;7;0
31.01.2020 10:00;464;264;200;Bedeckt;10;8;0
31.01.2020 11:00;521;264;257;Bedeckt;10;9;0
31.01.2020 12:00;633;307;326;Bedeckt;11;10;0
31.01.2020 13:00;728;283;445;Bedeckt;11;10;0
31.01.2020 14:00;556;250;306;Leicht bewölkt;12;10;0
31.01.2020 15:00;603;300;303;Leicht bewölkt;12;11;0
31.01.2020 16:00;642;293;349;Leicht bewölkt;11;10;0
31.01.2020 17:00;650;281;369;Bedeckt;11;10;0
31.01.2020 18:00;609;286;323;Bedeckt;10;9;0
31.01.2020 19:00;427;201;226;Bedeckt;10;8;0
31.01.2020 20:00;304;143;161;Leicht bewölkt;9;8;0
31.01.2020 21:00;236;115;121;Leicht bewölkt;9;7;0
31.01.2020 22:00;177;82;95;Leicht bewölkt;8;7;0
31.01.2020 23:00;158;60;98;Leicht bewölkt;8;7;0
01.02.2020 00:00;132;36;96;Leicht bewölkt;8;7;0
01.02.2020 01:00;95;19;76;Leicht bewölkt;8;6;0
01.02.2020 02:00;52;14;38;Bewölkt;7;6;0
01.02.2020 03:00;45;16;29;Bewölkt;7;6;0
01.02.2020 04:00;13;2;11;Bewölkt;7;5;0
01.02.2020 05:00;31;19;12;Leicht bewölkt;6;5;0
01.02.2020 06:00;41;31;10;Leicht bewölkt;6;5;0
01.02.2020 07:00;84;56;28;Leicht bewölkt;6;5;0
01.02.2020 08:00;167;86;81;Leicht bewölkt;7;6;0
01.02.2020 09:00;356;202;154;Leicht bewölkt;8;7;0
01.02.2020 10:00;453;253;200;Leicht bewölkt;9;8;0
01.02.2020 11:00;480;270;210;Leicht bewölkt;10;9;0
01.02.2020 12:00;535;289;246;Leicht bewölkt;11;10;0
01.02.2020 13:00;517;235;282;Leicht bewölkt;11;10;0
01.02.2020 14:00;457;244;213;Leicht bewölkt;11;9;3
01.02.2020 15:00;404;201;203;Leicht bewölkt;11;9;4
01.02.2020 16:00;299;126;173;Leicht bewölkt;11;8;2
01.02.2020 17:00;334;137;197;Leichter Regenfall;10;8;3
01.02.2020 18:00;299;122;177;Leichter Regenfall;10;7;4
01.02.2020 19:00;276;136;140;Leichter Regenfall;10;7;2
01.02.2020 20:00;178;88;90;Nieselregen;9;7;4
01.02.2020 21:00;146;70;76;Nieselregen;9;6;5
01.02.2020 22:00;133;78;55;Nieselregen;9;6;2
01.02.2020 23:00;111;41;70;Leichter Regenfall;9;6;4
02.02.2020 00:00;101;27;74;Leichter Regenfall;9;6;7
02.02.2020 01:00;81;23;58;Leichter Regenfall;9;6;4
02.02.2020 02:00;38;8;30;Stellenweiser leichter Regenfall;9;6;3
02.02.2020 03:00;26;9;17;Stellenweiser leichter Regenfall;9;6;4
02.02.2020 04:00;12;3;9;Stellenweiser leichter Regenfall;8;6;2
02.02.2020 05:00;18;8;10;Leichter Regenschauer;8;6;2
02.02.2020 06:00;31;22;9;Leichter Regenschauer;8;6;3
02.02.2020 07:00;34;14;20;Leichter Regenschauer;8;6;1
02.02.2020 08:00;53;21;32;Leichter Regenschauer;8;6;3
02.02.2020 09:00;170;91;79;Leichter Regenschauer;8;6;4
02.02.2020 10:00;170;114;56;Leichter Regenschauer;8;6;2
02.02.2020 11:00;187;89;98;Stellenweiser leichter Regenfall;9;7;2
02.02.2020 12:00;177;76;101;Stellenweiser leichter Regenfall;9;7;2
02.02.2020 13:00;193;102;91;Stellenweiser leichter Regenfall;9;7;1
02.02.2020 14:00;212;116;96;Nieselregen;9;7;4
02.02.2020 15:00;203;116;87;Nieselregen;9;7;5
02.02.2020 16:00;204;98;106;Nieselregen;8;7;2
02.02.2020 17:00;226;89;137;Leichter Regenfall;8;6;2
02.02.2020 18:00;233;113;120;Leichter Regenfall;7;6;2
02.02.2020 19:00;182;100;82;Leichter Regenfall;6;5;1
02.02.2020 20:00;122;50;72;Bedeckt;5;4;5
02.02.2020 21:00;114;49;65;Bedeckt;4;4;7
02.02.2020 22:00;82;27;55;Bedeckt;5;5;4
02.02.2020 23:00;52;23;29;Leichter Regenfall;7;6;1
03.02.2020 00:00;21;8;13;Leichter Regenfall;9;7;21
03.02.2020 01:00;14;5;9;Leichter Regenfall;10;8;1
03.02.2020 02:00;9;5;4;Mäßiger Regenfall;11;8;8
03.02.2020 03:00;8;5;3;Mäßiger Regenfall;12;9;1
03.02.2020 04:00;22;16;6;Mäßiger Regenfall;12;9;5
03.02.2020 05:00;30;19;11;Leichter Regenfall;12;9;2
03.02.2020 06:00;144;92;52;Leichter Regenfall;12;9;3
03.02.2020 07:00;637;386;251;Leichter Regenfall;11;9;1
03.02.2020 08:00;481;286;195;Bedeckt;11;8;5
03.02.2020 09:00;381;226;155;Bedeckt;11;8;6
03.02.2020 10:00;226;127;99;Bedeckt;11;8;3
03.02.2020 11:00;277;119;158;Leichter Regenfall;11;8;2
03.02.2020 12:00;293;121;172;Leichter Regenfall;11;8;3
03.02.2020 13:00;427;181;246;Leichter Regenfall;11;8;2
03.02.2020 14:00;240;102;138;Bedeckt;11;8;12
03.02.2020 15:00;422;209;213;Bedeckt;11;9;16
03.02.2020 16:00;376;164;212;Bedeckt;10;8;8
03.02.2020 17:00;429;181;248;Mäßiger Regenfall;10;8;2
03.02.2020 18:00;390;194;196;Mäßiger Regenfall;9;8;26
03.02.2020 19:00;337;145;192;Mäßiger Regenfall;8;7;13
03.02.2020 20:00;225;99;126;Mäßiger Regenfall;7;6;7
03.02.2020 21:00;142;63;79;Mäßiger Regenfall;5;5;1
03.02.2020 22:00;129;68;61;Mäßiger Regenfall;6;6;5
03.02.2020 23:00;58;18;40;Stellenweiser Regenfall;7;6;0
04.02.2020 00:00;25;8;17;Stellenweiser Regenfall;7;6;0
04.02.2020 01:00;5;2;3;Stellenweiser Regenfall;8;6;0
04.02.2020 02:00;6;2;4;Bedeckt;9;7;0
04.02.2020 03:00;1;0;1;Bedeckt;10;8;0
04.02.2020 04:00;7;6;1;Bedeckt;9;6;0
04.02.2020 05:00;26;18;8;Leichter Regenschauer;8;4;0
04.02.2020 06:00;109;70;39;Leichter Regenschauer;7;3;0
04.02.2020 07:00;702;416;286;Leichter Regenschauer;6;2;0
04.02.2020 08:00;639;369;270;Bedeckt;5;1;3
04.02.2020 09:00;547;340;207;Bedeckt;4;0;4
04.02.2020 10:00;348;213;135;Bedeckt;4;0;2
04.02.2020 11:00;450;208;242;Leichte Eisregen;4;0;1
04.02.2020 12:00;441;184;257;Leichte Eisregen;4;0;2
04.02.2020 13:00;497;194;303;Leichte Eisregen;4;0;1
04.02.2020 14:00;405;174;231;Stellenweise Gewitter und Niederschläge;4;0;3
04.02.2020 15:00;603;300;303;Stellenweise Gewitter und Niederschläge;4;0;4
04.02.2020 16:00;604;300;304;Stellenweise Gewitter und Niederschläge;4;-1;2
04.02.2020 17:00;657;297;360;Leichte Eisregen;3;-1;4
04.02.2020 18:00;540;253;287;Leichte Eisregen;2;-2;5
04.02.2020 19:00;459;217;242;Leichte Eisregen;2;-2;3
04.02.2020 20:00;266;127;139;Mäßige bis starke Schneefälle;2;-2;2
04.02.2020 21:00;208;73;135;Mäßige bis starke Schneefälle;1;-3;3
04.02.2020 22:00;168;55;113;Mäßige bis starke Schneefälle;1;-2;1
04.02.2020 23:00;67;24;43;Mäßige bis starke Schneefälle;1;-2;2
05.02.2020 00:00;39;11;28;Mäßige bis starke Schneefälle;2;-2;5
05.02.2020 01:00;19;4;15;Mäßige bis starke Schneefälle;2;-2;2
05.02.2020 02:00;7;2;5;Starker Schneefall;2;-2;3
05.02.2020 03:00;1;0;1;Starker Schneefall;2;-2;4
05.02.2020 04:00;6;4;2;Starker Schneefall;2;-2;2
05.02.2020 05:00;57;39;18;Stellenweise starker Schneefall;2;-2;3
05.02.2020 06:00;150;93;57;Stellenweise starker Schneefall;2;-2;4
